PRICE_DATE_FULL,PRICE,PRICE_CURRENCY
1994-12-30 00:00:00.000,100.0,USD
1995-01-02 00:00:00.000,100.035,USD
1995-01-03 00:00:00.000,99.967,USD
1995-01-04 00:00:00.000,100.194,USD
1995-01-05 00:00:00.000,100.073,USD
1995-01-06 00:00:00.000,100.101,USD
1995-01-09 00:00:00.000,100.082,USD
1995-01-10 00:00:00.000,100.233,USD
1995-01-11 00:00:00.000,100.425,USD
1995-01-12 00:00:00.000,100.449,USD
1995-01-13 00:00:00.000,100.955,USD
1995-01-16 00:00:00.000,100.976,USD
1995-01-17 00:00:00.000,100.922,USD
1995-01-18 00:00:00.000,100.84,USD
1995-01-19 00:00:00.000,100.797,USD
1995-01-20 00:00:00.000,100.661,USD
1995-01-23 00:00:00.000,100.72,USD
1995-01-24 00:00:00.000,100.675,USD
1995-01-25 00:00:00.000,100.909,USD
1995-01-26 00:00:00.000,101.121,USD
1995-01-27 00:00:00.000,101.538,USD
1995-01-30 00:00:00.000,101.614,USD
1995-01-31 00:00:00.000,101.701,USD
1995-02-01 00:00:00.000,101.469,USD
1995-02-02 00:00:00.000,101.462,USD
1995-02-03 00:00:00.000,102.05,USD
1995-02-06 00:00:00.000,101.966,USD
1995-02-07 00:00:00.000,102.067,USD
1995-02-08 00:00:00.000,102.133,USD
1995-02-09 00:00:00.000,101.941,USD
1995-02-10 00:00:00.000,101.83,USD
1995-02-13 00:00:00.000,101.91,USD
1995-02-14 00:00:00.000,102.284,USD
1995-02-15 00:00:00.000,102.503,USD
1995-02-16 00:00:00.000,102.664,USD
1995-02-17 00:00:00.000,102.668,USD
1995-02-20 00:00:00.000,102.653,USD
1995-02-21 00:00:00.000,102.647,USD
1995-02-22 00:00:00.000,103.127,USD
1995-02-23 00:00:00.000,103.222,USD
1995-02-24 00:00:00.000,103.285,USD
1995-02-27 00:00:00.000,103.645,USD
1995-02-28 00:00:00.000,103.657,USD
1995-03-01 00:00:00.000,103.606,USD
1995-03-02 00:00:00.000,103.437,USD
1995-03-03 00:00:00.000,103.318,USD
1995-03-06 00:00:00.000,103.153,USD
1995-03-07 00:00:00.000,103.143,USD
1995-03-08 00:00:00.000,103.421,USD
1995-03-09 00:00:00.000,103.655,USD
1995-03-10 00:00:00.000,103.773,USD
1995-03-13 00:00:00.000,103.99,USD
1995-03-14 00:00:00.000,104.221,USD
1995-03-15 00:00:00.000,104.274,USD
1995-03-16 00:00:00.000,104.3,USD
1995-03-17 00:00:00.000,104.257,USD
1995-03-20 00:00:00.000,104.295,USD
1995-03-21 00:00:00.000,104.123,USD
1995-03-22 00:00:00.000,104.143,USD
1995-03-23 00:00:00.000,104.2,USD
1995-03-24 00:00:00.000,104.525,USD
1995-03-27 00:00:00.000,104.681,USD
1995-03-28 00:00:00.000,104.382,USD
1995-03-29 00:00:00.000,104.451,USD
1995-03-30 00:00:00.000,104.341,USD
1995-03-31 00:00:00.000,104.208,USD
1995-04-03 00:00:00.000,104.507,USD
1995-04-04 00:00:00.000,104.605,USD
1995-04-05 00:00:00.000,104.676,USD
1995-04-06 00:00:00.000,104.815,USD
1995-04-07 00:00:00.000,104.774,USD
1995-04-10 00:00:00.000,104.799,USD
1995-04-11 00:00:00.000,104.916,USD
1995-04-12 00:00:00.000,105.034,USD
1995-04-13 00:00:00.000,105.261,USD
1995-04-14 00:00:00.000,105.276,USD
1995-04-17 00:00:00.000,105.384,USD
1995-04-18 00:00:00.000,105.472,USD
1995-04-19 00:00:00.000,105.416,USD
1995-04-20 00:00:00.000,105.569,USD
1995-04-21 00:00:00.000,105.583,USD
1995-04-24 00:00:00.000,105.63,USD
1995-04-25 00:00:00.000,105.601,USD
1995-04-26 00:00:00.000,105.562,USD
1995-04-27 00:00:00.000,105.448,USD
1995-04-28 00:00:00.000,105.37,USD
1995-05-01 00:00:00.000,105.428,USD
1995-05-02 00:00:00.000,105.632,USD
1995-05-03 00:00:00.000,105.976,USD
1995-05-04 00:00:00.000,106.177,USD
1995-05-05 00:00:00.000,106.786,USD
1995-05-08 00:00:00.000,106.791,USD
1995-05-09 00:00:00.000,107.124,USD
1995-05-10 00:00:00.000,106.946,USD
1995-05-11 00:00:00.000,106.878,USD
1995-05-12 00:00:00.000,106.88,USD
1995-05-15 00:00:00.000,107.101,USD
1995-05-16 00:00:00.000,107.297,USD
1995-05-17 00:00:00.000,107.292,USD
1995-05-18 00:00:00.000,107.179,USD
1995-05-19 00:00:00.000,107.047,USD
1995-05-22 00:00:00.000,107.049,USD
1995-05-23 00:00:00.000,107.347,USD
1995-05-24 00:00:00.000,107.846,USD
1995-05-25 00:00:00.000,107.939,USD
1995-05-26 00:00:00.000,107.934,USD
1995-05-29 00:00:00.000,107.991,USD
1995-05-30 00:00:00.000,108.376,USD
1995-05-31 00:00:00.000,108.377,USD
1995-06-01 00:00:00.000,108.791,USD
1995-06-02 00:00:00.000,109.278,USD
1995-06-05 00:00:00.000,109.35,USD
1995-06-06 00:00:00.000,109.197,USD
1995-06-07 00:00:00.000,108.725,USD
1995-06-08 00:00:00.000,108.482,USD
1995-06-09 00:00:00.000,108.066,USD
1995-06-12 00:00:00.000,108.304,USD
1995-06-13 00:00:00.000,109.216,USD
1995-06-14 00:00:00.000,109.106,USD
1995-06-15 00:00:00.000,109.011,USD
1995-06-16 00:00:00.000,108.941,USD
1995-06-19 00:00:00.000,109.181,USD
1995-06-20 00:00:00.000,109.087,USD
1995-06-21 00:00:00.000,109.329,USD
1995-06-22 00:00:00.000,109.573,USD
1995-06-23 00:00:00.000,109.525,USD
1995-06-26 00:00:00.000,109.298,USD
1995-06-27 00:00:00.000,109.254,USD
1995-06-28 00:00:00.000,109.444,USD
1995-06-29 00:00:00.000,108.915,USD
1995-06-30 00:00:00.000,109.087,USD
1995-07-03 00:00:00.000,109.158,USD
1995-07-04 00:00:00.000,109.162,USD
1995-07-05 00:00:00.000,109.242,USD
1995-07-06 00:00:00.000,109.945,USD
1995-07-07 00:00:00.000,109.938,USD
1995-07-10 00:00:00.000,109.974,USD
1995-07-11 00:00:00.000,109.725,USD
1995-07-12 00:00:00.000,109.845,USD
1995-07-13 00:00:00.000,109.84,USD
1995-07-14 00:00:00.000,109.567,USD
1995-07-17 00:00:00.000,109.408,USD
1995-07-18 00:00:00.000,109.224,USD
1995-07-19 00:00:00.000,108.919,USD
1995-07-20 00:00:00.000,108.902,USD
1995-07-21 00:00:00.000,108.577,USD
1995-07-24 00:00:00.000,108.835,USD
1995-07-25 00:00:00.000,108.921,USD
1995-07-26 00:00:00.000,108.799,USD
1995-07-27 00:00:00.000,109.041,USD
1995-07-28 00:00:00.000,108.901,USD
1995-07-31 00:00:00.000,109.157,USD
1995-08-01 00:00:00.000,109.017,USD
1995-08-02 00:00:00.000,109.189,USD
1995-08-03 00:00:00.000,108.932,USD
1995-08-04 00:00:00.000,109.047,USD
1995-08-07 00:00:00.000,109.206,USD
1995-08-08 00:00:00.000,109.243,USD
1995-08-09 00:00:00.000,109.16,USD
1995-08-10 00:00:00.000,109.079,USD
1995-08-11 00:00:00.000,108.705,USD
1995-08-14 00:00:00.000,108.852,USD
1995-08-15 00:00:00.000,108.867,USD
1995-08-16 00:00:00.000,108.93,USD
1995-08-17 00:00:00.000,108.814,USD
1995-08-18 00:00:00.000,108.869,USD
1995-08-21 00:00:00.000,109.041,USD
1995-08-22 00:00:00.000,108.972,USD
1995-08-23 00:00:00.000,108.938,USD
1995-08-24 00:00:00.000,109.357,USD
1995-08-25 00:00:00.000,109.756,USD
1995-08-28 00:00:00.000,109.851,USD
1995-08-29 00:00:00.000,109.737,USD
1995-08-30 00:00:00.000,109.869,USD
1995-08-31 00:00:00.000,109.982,USD
1995-09-01 00:00:00.000,110.187,USD
1995-09-04 00:00:00.000,110.247,USD
1995-09-05 00:00:00.000,110.381,USD
1995-09-06 00:00:00.000,110.402,USD
1995-09-07 00:00:00.000,110.234,USD
1995-09-08 00:00:00.000,110.258,USD
1995-09-11 00:00:00.000,110.301,USD
1995-09-12 00:00:00.000,110.531,USD
1995-09-13 00:00:00.000,110.442,USD
1995-09-14 00:00:00.000,110.806,USD
1995-09-15 00:00:00.000,110.672,USD
1995-09-18 00:00:00.000,110.571,USD
1995-09-19 00:00:00.000,110.725,USD
1995-09-20 00:00:00.000,110.838,USD
1995-09-21 00:00:00.000,110.508,USD
1995-09-22 00:00:00.000,110.419,USD
1995-09-25 00:00:00.000,110.41,USD
1995-09-26 00:00:00.000,110.35,USD
1995-09-27 00:00:00.000,110.357,USD
1995-09-28 00:00:00.000,110.329,USD
1995-09-29 00:00:00.000,110.591,USD
1995-10-02 00:00:00.000,110.8,USD
1995-10-03 00:00:00.000,110.931,USD
1995-10-04 00:00:00.000,111.079,USD
1995-10-05 00:00:00.000,111.167,USD
1995-10-06 00:00:00.000,111.156,USD
1995-10-09 00:00:00.000,111.238,USD
1995-10-10 00:00:00.000,111.149,USD
1995-10-11 00:00:00.000,111.216,USD
1995-10-12 00:00:00.000,111.365,USD
1995-10-13 00:00:00.000,111.597,USD
1995-10-16 00:00:00.000,111.692,USD
1995-10-17 00:00:00.000,111.759,USD
1995-10-18 00:00:00.000,111.609,USD
1995-10-19 00:00:00.000,111.691,USD
1995-10-20 00:00:00.000,111.483,USD
1995-10-23 00:00:00.000,111.418,USD
1995-10-24 00:00:00.000,111.698,USD
1995-10-25 00:00:00.000,111.827,USD
1995-10-26 00:00:00.000,111.699,USD
1995-10-27 00:00:00.000,111.789,USD
1995-10-30 00:00:00.000,111.896,USD
1995-10-31 00:00:00.000,111.929,USD
1995-11-01 00:00:00.000,112.168,USD
1995-11-02 00:00:00.000,112.469,USD
1995-11-03 00:00:00.000,112.354,USD
1995-11-06 00:00:00.000,112.298,USD
1995-11-07 00:00:00.000,112.197,USD
1995-11-08 00:00:00.000,112.46,USD
1995-11-09 00:00:00.000,112.385,USD
1995-11-10 00:00:00.000,112.289,USD
1995-11-13 00:00:00.000,112.488,USD
1995-11-14 00:00:00.000,112.559,USD
1995-11-15 00:00:00.000,112.435,USD
1995-11-16 00:00:00.000,112.667,USD
1995-11-17 00:00:00.000,112.714,USD
1995-11-20 00:00:00.000,112.702,USD
1995-11-21 00:00:00.000,112.65,USD
1995-11-22 00:00:00.000,112.599,USD
1995-11-23 00:00:00.000,112.623,USD
1995-11-24 00:00:00.000,112.722,USD
1995-11-27 00:00:00.000,112.877,USD
1995-11-28 00:00:00.000,112.9,USD
1995-11-29 00:00:00.000,113.088,USD
1995-11-30 00:00:00.000,113.343,USD
1995-12-01 00:00:00.000,113.475,USD
1995-12-04 00:00:00.000,113.719,USD
1995-12-05 00:00:00.000,113.614,USD
1995-12-06 00:00:00.000,113.6,USD
1995-12-07 00:00:00.000,113.416,USD
1995-12-08 00:00:00.000,113.449,USD
1995-12-11 00:00:00.000,113.578,USD
1995-12-12 00:00:00.000,113.543,USD
1995-12-13 00:00:00.000,113.489,USD
1995-12-14 00:00:00.000,113.532,USD
1995-12-15 00:00:00.000,113.553,USD
1995-12-18 00:00:00.000,113.613,USD
1995-12-19 00:00:00.000,114.074,USD
1995-12-20 00:00:00.000,114.005,USD
1995-12-21 00:00:00.000,114.066,USD
1995-12-22 00:00:00.000,114.186,USD
1995-12-25 00:00:00.000,114.218,USD
1995-12-26 00:00:00.000,114.343,USD
1995-12-27 00:00:00.000,114.473,USD
1995-12-28 00:00:00.000,114.603,USD
1995-12-29 00:00:00.000,114.765,USD
1996-01-01 00:00:00.000,114.817,USD
1996-01-02 00:00:00.000,114.789,USD
1996-01-03 00:00:00.000,114.895,USD
1996-01-04 00:00:00.000,114.709,USD
1996-01-05 00:00:00.000,114.699,USD
1996-01-08 00:00:00.000,114.727,USD
1996-01-09 00:00:00.000,114.599,USD
1996-01-10 00:00:00.000,114.427,USD
1996-01-11 00:00:00.000,114.647,USD
1996-01-12 00:00:00.000,114.667,USD
1996-01-15 00:00:00.000,114.701,USD
1996-01-16 00:00:00.000,115.117,USD
1996-01-17 00:00:00.000,115.232,USD
1996-01-18 00:00:00.000,115.424,USD
1996-01-19 00:00:00.000,115.38,USD
1996-01-22 00:00:00.000,115.176,USD
1996-01-23 00:00:00.000,115.109,USD
1996-01-24 00:00:00.000,115.27,USD
1996-01-25 00:00:00.000,115.032,USD
1996-01-26 00:00:00.000,115.27,USD
1996-01-29 00:00:00.000,115.18,USD
1996-01-30 00:00:00.000,115.469,USD
1996-01-31 00:00:00.000,115.711,USD
1996-02-01 00:00:00.000,115.731,USD
1996-02-02 00:00:00.000,115.751,USD
1996-02-05 00:00:00.000,115.709,USD
1996-02-06 00:00:00.000,115.834,USD
1996-02-07 00:00:00.000,115.827,USD
1996-02-08 00:00:00.000,115.929,USD
1996-02-09 00:00:00.000,115.974,USD
1996-02-12 00:00:00.000,116.271,USD
1996-02-13 00:00:00.000,116.365,USD
1996-02-14 00:00:00.000,116.247,USD
1996-02-15 00:00:00.000,116.023,USD
1996-02-16 00:00:00.000,115.847,USD
1996-02-19 00:00:00.000,115.921,USD
1996-02-20 00:00:00.000,115.072,USD
1996-02-21 00:00:00.000,115.183,USD
1996-02-22 00:00:00.000,115.433,USD
1996-02-23 00:00:00.000,115.229,USD
1996-02-26 00:00:00.000,115.118,USD
1996-02-27 00:00:00.000,114.872,USD
1996-02-28 00:00:00.000,114.716,USD
1996-02-29 00:00:00.000,114.604,USD
1996-03-01 00:00:00.000,115.153,USD
1996-03-04 00:00:00.000,115.47,USD
1996-03-05 00:00:00.000,115.213,USD
1996-03-06 00:00:00.000,114.872,USD
1996-03-07 00:00:00.000,114.786,USD
1996-03-08 00:00:00.000,113.608,USD
1996-03-11 00:00:00.000,113.826,USD
1996-03-12 00:00:00.000,113.724,USD
1996-03-13 00:00:00.000,113.726,USD
1996-03-14 00:00:00.000,113.729,USD
1996-03-15 00:00:00.000,113.359,USD
1996-03-18 00:00:00.000,113.536,USD
1996-03-19 00:00:00.000,113.531,USD
1996-03-20 00:00:00.000,114.001,USD
1996-03-21 00:00:00.000,114.049,USD
1996-03-22 00:00:00.000,113.93,USD
1996-03-25 00:00:00.000,114.26,USD
1996-03-26 00:00:00.000,114.251,USD
1996-03-27 00:00:00.000,113.886,USD
1996-03-28 00:00:00.000,113.697,USD
1996-03-29 00:00:00.000,113.995,USD
1996-04-01 00:00:00.000,114.159,USD
1996-04-02 00:00:00.000,114.337,USD
1996-04-03 00:00:00.000,114.194,USD
1996-04-04 00:00:00.000,113.942,USD
1996-04-05 00:00:00.000,113.182,USD
1996-04-08 00:00:00.000,113.118,USD
1996-04-09 00:00:00.000,113.392,USD
1996-04-10 00:00:00.000,113.021,USD
1996-04-11 00:00:00.000,113.023,USD
1996-04-12 00:00:00.000,113.674,USD
1996-04-15 00:00:00.000,113.864,USD
1996-04-16 00:00:00.000,113.794,USD
1996-04-17 00:00:00.000,113.66,USD
1996-04-18 00:00:00.000,113.587,USD
1996-04-19 00:00:00.000,113.792,USD
1996-04-22 00:00:00.000,113.958,USD
1996-04-23 00:00:00.000,113.911,USD
1996-04-24 00:00:00.000,113.739,USD
1996-04-25 00:00:00.000,113.924,USD
1996-04-26 00:00:00.000,113.976,USD
1996-04-29 00:00:00.000,113.82,USD
1996-04-30 00:00:00.000,113.616,USD
1996-05-01 00:00:00.000,113.721,USD
1996-05-02 00:00:00.000,113.135,USD
1996-05-03 00:00:00.000,113.066,USD
1996-05-06 00:00:00.000,113.27,USD
1996-05-07 00:00:00.000,113.191,USD
1996-05-08 00:00:00.000,113.506,USD
1996-05-09 00:00:00.000,113.281,USD
1996-05-10 00:00:00.000,113.687,USD
1996-05-13 00:00:00.000,113.822,USD
1996-05-14 00:00:00.000,114.088,USD
1996-05-15 00:00:00.000,114.076,USD
1996-05-16 00:00:00.000,113.805,USD
1996-05-17 00:00:00.000,114.043,USD
1996-05-20 00:00:00.000,114.129,USD
1996-05-21 00:00:00.000,114.125,USD
1996-05-22 00:00:00.000,114.241,USD
1996-05-23 00:00:00.000,114.125,USD
1996-05-24 00:00:00.000,114.209,USD
1996-05-27 00:00:00.000,114.274,USD
1996-05-28 00:00:00.000,114.224,USD
1996-05-29 00:00:00.000,113.865,USD
1996-05-30 00:00:00.000,113.818,USD
1996-05-31 00:00:00.000,113.666,USD
1996-06-03 00:00:00.000,113.641,USD
1996-06-04 00:00:00.000,113.723,USD
1996-06-05 00:00:00.000,113.894,USD
1996-06-06 00:00:00.000,114.153,USD
1996-06-07 00:00:00.000,113.529,USD
1996-06-10 00:00:00.000,113.297,USD
1996-06-11 00:00:00.000,113.38,USD
1996-06-12 00:00:00.000,113.21,USD
1996-06-13 00:00:00.000,113.477,USD
1996-06-14 00:00:00.000,113.69,USD
1996-06-17 00:00:00.000,113.861,USD
1996-06-18 00:00:00.000,113.741,USD
1996-06-19 00:00:00.000,113.696,USD
1996-06-20 00:00:00.000,113.674,USD
1996-06-21 00:00:00.000,113.782,USD
1996-06-24 00:00:00.000,113.861,USD
1996-06-25 00:00:00.000,114.021,USD
1996-06-26 00:00:00.000,114.03,USD
1996-06-27 00:00:00.000,114.267,USD
1996-06-28 00:00:00.000,114.71,USD
1996-07-01 00:00:00.000,114.633,USD
1996-07-02 00:00:00.000,114.501,USD
1996-07-03 00:00:00.000,114.628,USD
1996-07-04 00:00:00.000,114.65,USD
1996-07-05 00:00:00.000,113.768,USD
1996-07-08 00:00:00.000,113.794,USD
1996-07-09 00:00:00.000,114.017,USD
1996-07-10 00:00:00.000,114.304,USD
1996-07-11 00:00:00.000,114.42,USD
1996-07-12 00:00:00.000,114.444,USD
1996-07-15 00:00:00.000,114.466,USD
1996-07-16 00:00:00.000,114.681,USD
1996-07-17 00:00:00.000,114.695,USD
1996-07-18 00:00:00.000,114.837,USD
1996-07-19 00:00:00.000,114.648,USD
1996-07-22 00:00:00.000,114.572,USD
1996-07-23 00:00:00.000,114.676,USD
1996-07-24 00:00:00.000,114.524,USD
1996-07-25 00:00:00.000,114.613,USD
1996-07-26 00:00:00.000,114.619,USD
1996-07-29 00:00:00.000,114.426,USD
1996-07-30 00:00:00.000,114.622,USD
1996-07-31 00:00:00.000,114.896,USD
1996-08-01 00:00:00.000,115.42,USD
1996-08-02 00:00:00.000,115.966,USD
1996-08-05 00:00:00.000,115.905,USD
1996-08-06 00:00:00.000,115.926,USD
1996-08-07 00:00:00.000,115.899,USD
1996-08-08 00:00:00.000,115.938,USD
1996-08-09 00:00:00.000,116.165,USD
1996-08-12 00:00:00.000,116.258,USD
1996-08-13 00:00:00.000,115.941,USD
1996-08-14 00:00:00.000,116.003,USD
1996-08-15 00:00:00.000,115.926,USD
1996-08-16 00:00:00.000,116.112,USD
1996-08-19 00:00:00.000,116.096,USD
1996-08-20 00:00:00.000,116.139,USD
1996-08-21 00:00:00.000,116.028,USD
1996-08-22 00:00:00.000,116.014,USD
1996-08-23 00:00:00.000,115.574,USD
1996-08-26 00:00:00.000,115.457,USD
1996-08-27 00:00:00.000,115.477,USD
1996-08-28 00:00:00.000,115.48,USD
1996-08-29 00:00:00.000,115.277,USD
1996-08-30 00:00:00.000,114.951,USD
1996-09-02 00:00:00.000,114.985,USD
1996-09-03 00:00:00.000,115.154,USD
1996-09-04 00:00:00.000,115.007,USD
1996-09-05 00:00:00.000,114.877,USD
1996-09-06 00:00:00.000,115.149,USD
1996-09-09 00:00:00.000,115.369,USD
1996-09-10 00:00:00.000,115.244,USD
1996-09-11 00:00:00.000,115.265,USD
1996-09-12 00:00:00.000,115.436,USD
1996-09-13 00:00:00.000,115.993,USD
1996-09-16 00:00:00.000,116.045,USD
1996-09-17 00:00:00.000,115.668,USD
1996-09-18 00:00:00.000,115.718,USD
1996-09-19 00:00:00.000,115.648,USD
1996-09-20 00:00:00.000,115.701,USD
1996-09-23 00:00:00.000,115.832,USD
1996-09-24 00:00:00.000,116.168,USD
1996-09-25 00:00:00.000,116.382,USD
1996-09-26 00:00:00.000,116.496,USD
1996-09-27 00:00:00.000,116.456,USD
1996-09-30 00:00:00.000,116.43,USD
1996-10-01 00:00:00.000,116.706,USD
1996-10-02 00:00:00.000,116.896,USD
1996-10-03 00:00:00.000,116.902,USD
1996-10-04 00:00:00.000,117.372,USD
1996-10-07 00:00:00.000,117.279,USD
1996-10-08 00:00:00.000,117.206,USD
1996-10-09 00:00:00.000,117.159,USD
1996-10-10 00:00:00.000,116.971,USD
1996-10-11 00:00:00.000,117.232,USD
1996-10-14 00:00:00.000,117.276,USD
1996-10-15 00:00:00.000,117.316,USD
1996-10-16 00:00:00.000,117.348,USD
1996-10-17 00:00:00.000,117.556,USD
1996-10-18 00:00:00.000,117.547,USD
1996-10-21 00:00:00.000,117.567,USD
1996-10-22 00:00:00.000,117.404,USD
1996-10-23 00:00:00.000,117.535,USD
1996-10-24 00:00:00.000,117.494,USD
1996-10-25 00:00:00.000,117.644,USD
1996-10-28 00:00:00.000,117.631,USD
1996-10-29 00:00:00.000,118.235,USD
1996-10-30 00:00:00.000,118.145,USD
1996-10-31 00:00:00.000,118.395,USD
1996-11-01 00:00:00.000,118.259,USD
1996-11-04 00:00:00.000,118.418,USD
1996-11-05 00:00:00.000,118.652,USD
1996-11-06 00:00:00.000,118.572,USD
1996-11-07 00:00:00.000,118.774,USD
1996-11-08 00:00:00.000,118.685,USD
1996-11-11 00:00:00.000,118.723,USD
1996-11-12 00:00:00.000,118.937,USD
1996-11-13 00:00:00.000,118.954,USD
1996-11-14 00:00:00.000,119.168,USD
1996-11-15 00:00:00.000,119.088,USD
1996-11-18 00:00:00.000,119.104,USD
1996-11-19 00:00:00.000,119.219,USD
1996-11-20 00:00:00.000,119.298,USD
1996-11-21 00:00:00.000,119.3,USD
1996-11-22 00:00:00.000,119.285,USD
1996-11-25 00:00:00.000,119.376,USD
1996-11-26 00:00:00.000,119.412,USD
1996-11-27 00:00:00.000,119.468,USD
1996-11-28 00:00:00.000,119.472,USD
1996-11-29 00:00:00.000,119.755,USD
1996-12-02 00:00:00.000,119.762,USD
1996-12-03 00:00:00.000,119.79,USD
1996-12-04 00:00:00.000,119.672,USD
1996-12-05 00:00:00.000,119.305,USD
1996-12-06 00:00:00.000,119.296,USD
1996-12-09 00:00:00.000,119.518,USD
1996-12-10 00:00:00.000,119.403,USD
1996-12-11 00:00:00.000,118.928,USD
1996-12-12 00:00:00.000,118.989,USD
1996-12-13 00:00:00.000,119.22,USD
1996-12-16 00:00:00.000,119.089,USD
1996-12-17 00:00:00.000,118.924,USD
1996-12-18 00:00:00.000,118.762,USD
1996-12-19 00:00:00.000,119.193,USD
1996-12-20 00:00:00.000,119.11,USD
1996-12-23 00:00:00.000,119.219,USD
1996-12-24 00:00:00.000,119.239,USD
1996-12-25 00:00:00.000,119.249,USD
1996-12-26 00:00:00.000,119.271,USD
1996-12-27 00:00:00.000,119.435,USD
1996-12-30 00:00:00.000,119.489,USD
1996-12-31 00:00:00.000,119.14,USD
1997-01-01 00:00:00.000,119.144,USD
1997-01-02 00:00:00.000,118.913,USD
1997-01-03 00:00:00.000,118.955,USD
1997-01-06 00:00:00.000,118.931,USD
1997-01-07 00:00:00.000,118.928,USD
1997-01-08 00:00:00.000,118.793,USD
1997-01-09 00:00:00.000,119.098,USD
1997-01-10 00:00:00.000,118.725,USD
1997-01-13 00:00:00.000,118.737,USD
1997-01-14 00:00:00.000,119.103,USD
1997-01-15 00:00:00.000,119.121,USD
1997-01-16 00:00:00.000,119.034,USD
1997-01-17 00:00:00.000,119.082,USD
1997-01-20 00:00:00.000,119.136,USD
1997-01-21 00:00:00.000,119.252,USD
1997-01-22 00:00:00.000,119.156,USD
1997-01-23 00:00:00.000,119.061,USD
1997-01-24 00:00:00.000,118.998,USD
1997-01-27 00:00:00.000,118.899,USD
1997-01-28 00:00:00.000,119.084,USD
1997-01-29 00:00:00.000,119.144,USD
1997-01-30 00:00:00.000,119.284,USD
1997-01-31 00:00:00.000,119.593,USD
1997-02-03 00:00:00.000,119.822,USD
1997-02-04 00:00:00.000,119.912,USD
1997-02-05 00:00:00.000,119.794,USD
1997-02-06 00:00:00.000,119.816,USD
1997-02-07 00:00:00.000,120.078,USD
1997-02-10 00:00:00.000,120.119,USD
1997-02-11 00:00:00.000,120.107,USD
1997-02-12 00:00:00.000,120.108,USD
1997-02-13 00:00:00.000,120.372,USD
1997-02-14 00:00:00.000,120.537,USD
1997-02-17 00:00:00.000,120.594,USD
1997-02-18 00:00:00.000,120.59,USD
1997-02-19 00:00:00.000,120.475,USD
1997-02-20 00:00:00.000,120.302,USD
1997-02-21 00:00:00.000,120.366,USD
1997-02-24 00:00:00.000,120.367,USD
1997-02-25 00:00:00.000,120.348,USD
1997-02-26 00:00:00.000,119.831,USD
1997-02-27 00:00:00.000,119.745,USD
1997-02-28 00:00:00.000,119.722,USD
1997-03-03 00:00:00.000,119.74,USD
1997-03-04 00:00:00.000,119.631,USD
1997-03-05 00:00:00.000,119.778,USD
1997-03-06 00:00:00.000,119.594,USD
1997-03-07 00:00:00.000,119.892,USD
1997-03-10 00:00:00.000,119.909,USD
1997-03-11 00:00:00.000,119.832,USD
1997-03-12 00:00:00.000,119.762,USD
1997-03-13 00:00:00.000,119.494,USD
1997-03-14 00:00:00.000,119.561,USD
1997-03-17 00:00:00.000,119.528,USD
1997-03-18 00:00:00.000,119.54,USD
1997-03-19 00:00:00.000,119.48,USD
1997-03-20 00:00:00.000,119.439,USD
1997-03-21 00:00:00.000,119.354,USD
1997-03-24 00:00:00.000,119.598,USD
1997-03-25 00:00:00.000,119.363,USD
1997-03-26 00:00:00.000,119.363,USD
1997-03-27 00:00:00.000,118.975,USD
1997-03-28 00:00:00.000,118.996,USD
1997-03-31 00:00:00.000,119.11,USD
1997-04-01 00:00:00.000,119.219,USD
1997-04-02 00:00:00.000,119.261,USD
1997-04-03 00:00:00.000,119.306,USD
1997-04-04 00:00:00.000,119.168,USD
1997-04-07 00:00:00.000,119.374,USD
1997-04-08 00:00:00.000,119.286,USD
1997-04-09 00:00:00.000,119.298,USD
1997-04-10 00:00:00.000,119.272,USD
1997-04-11 00:00:00.000,119.072,USD
1997-04-14 00:00:00.000,119.066,USD
1997-04-15 00:00:00.000,119.441,USD
1997-04-16 00:00:00.000,119.391,USD
1997-04-17 00:00:00.000,119.566,USD
1997-04-18 00:00:00.000,119.68,USD
1997-04-21 00:00:00.000,119.585,USD
1997-04-22 00:00:00.000,119.709,USD
1997-04-23 00:00:00.000,119.59,USD
1997-04-24 00:00:00.000,119.423,USD
1997-04-25 00:00:00.000,119.4,USD
1997-04-28 00:00:00.000,119.589,USD
1997-04-29 00:00:00.000,120.161,USD
1997-04-30 00:00:00.000,120.355,USD
1997-05-01 00:00:00.000,120.501,USD
1997-05-02 00:00:00.000,120.615,USD
1997-05-05 00:00:00.000,120.623,USD
1997-05-06 00:00:00.000,120.567,USD
1997-05-07 00:00:00.000,120.315,USD
1997-05-08 00:00:00.000,120.457,USD
1997-05-09 00:00:00.000,120.74,USD
1997-05-12 00:00:00.000,120.856,USD
1997-05-13 00:00:00.000,120.67,USD
1997-05-14 00:00:00.000,120.87,USD
1997-05-15 00:00:00.000,120.922,USD
1997-05-16 00:00:00.000,120.803,USD
1997-05-19 00:00:00.000,120.828,USD
1997-05-20 00:00:00.000,121.032,USD
1997-05-21 00:00:00.000,120.904,USD
1997-05-22 00:00:00.000,120.864,USD
1997-05-23 00:00:00.000,120.907,USD
1997-05-26 00:00:00.000,120.98,USD
1997-05-27 00:00:00.000,120.82,USD
1997-05-28 00:00:00.000,120.791,USD
1997-05-29 00:00:00.000,120.996,USD
1997-05-30 00:00:00.000,121.306,USD
1997-06-02 00:00:00.000,121.365,USD
1997-06-03 00:00:00.000,121.532,USD
1997-06-04 00:00:00.000,121.489,USD
1997-06-05 00:00:00.000,121.531,USD
