Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,PRICE_DATE,PRICE_TYPE,BASE_CURRENCY,PRICE_CURRENCY,FX_RATE
,,,,,,,,,2023-12-18 00:00:00.000,Fixing 16h,EUR,GBP,0.8633
,,,,,,,,,2023-12-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8595
,,,,,,,,,2023-12-14 00:00:00.000,Fixing 16h,EUR,GBP,0.8616
,,,,,,,,,2023-12-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8618
,,,,,,,,,2023-12-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8582
,,,,,,,,,2023-12-11 00:00:00.000,Fixing 16h,EUR,GBP,0.85615
,,,,,,,,,2023-12-08 00:00:00.000,Fixing 16h,EUR,GBP,0.85845
,,,,,,,,,2023-12-07 00:00:00.000,Fixing 16h,EUR,GBP,0.85765
,,,,,,,,,2023-12-06 00:00:00.000,Fixing 16h,EUR,GBP,0.85685
,,,,,,,,,2023-12-05 00:00:00.000,Fixing 16h,EUR,GBP,0.8567
,,,,,,,,,2023-12-04 00:00:00.000,Fixing 16h,EUR,GBP,0.85765
,,,,,,,,,2023-12-01 00:00:00.000,Fixing 16h,EUR,GBP,0.85775
,,,,,,,,,2023-11-30 00:00:00.000,Fixing 16h,EUR,GBP,0.86185
,,,,,,,,,2023-11-29 00:00:00.000,Fixing 16h,EUR,GBP,0.86435
,,,,,,,,,2023-11-28 00:00:00.000,Fixing 16h,EUR,GBP,0.86585
,,,,,,,,,2023-11-27 00:00:00.000,Fixing 16h,EUR,GBP,0.8672
,,,,,,,,,2023-11-24 00:00:00.000,Fixing 16h,EUR,GBP,0.86735
,,,,,,,,,2023-11-23 00:00:00.000,Fixing 16h,EUR,GBP,0.87015
,,,,,,,,,2023-11-22 00:00:00.000,Fixing 16h,EUR,GBP,0.8721
,,,,,,,,,2023-11-21 00:00:00.000,Fixing 16h,EUR,GBP,0.87215
,,,,,,,,,2023-11-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8755
,,,,,,,,,2023-11-17 00:00:00.000,Fixing 16h,EUR,GBP,0.87565
,,,,,,,,,2023-11-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8744
,,,,,,,,,2023-11-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8732
,,,,,,,,,2023-11-14 00:00:00.000,Fixing 16h,EUR,GBP,0.87
,,,,,,,,,2023-11-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8724
,,,,,,,,,2023-11-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8749
,,,,,,,,,2023-11-09 00:00:00.000,Fixing 16h,EUR,GBP,0.8721
,,,,,,,,,2023-11-08 00:00:00.000,Fixing 16h,EUR,GBP,0.8713
,,,,,,,,,2023-11-07 00:00:00.000,Fixing 16h,EUR,GBP,0.86875
,,,,,,,,,2023-11-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8671
,,,,,,,,,2023-11-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8675
,,,,,,,,,2023-11-02 00:00:00.000,Fixing 16h,EUR,GBP,0.8723
,,,,,,,,,2023-11-01 00:00:00.000,Fixing 16h,EUR,GBP,0.86915
,,,,,,,,,2023-10-31 00:00:00.000,Fixing 16h,EUR,GBP,0.87105
,,,,,,,,,2023-10-30 00:00:00.000,Fixing 16h,EUR,GBP,0.8736
,,,,,,,,,2023-10-27 00:00:00.000,Fixing 16h,EUR,GBP,0.8711
,,,,,,,,,2023-10-26 00:00:00.000,Fixing 16h,EUR,GBP,0.8693
,,,,,,,,,2023-10-25 00:00:00.000,Fixing 16h,EUR,GBP,0.87175
,,,,,,,,,2023-10-24 00:00:00.000,Fixing 16h,EUR,GBP,0.8703
,,,,,,,,,2023-10-23 00:00:00.000,Fixing 16h,EUR,GBP,0.87065
,,,,,,,,,2023-10-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8715
,,,,,,,,,2023-10-19 00:00:00.000,Fixing 16h,EUR,GBP,0.87035
,,,,,,,,,2023-10-18 00:00:00.000,Fixing 16h,EUR,GBP,0.86765
,,,,,,,,,2023-10-17 00:00:00.000,Fixing 16h,EUR,GBP,0.86825
,,,,,,,,,2023-10-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8655
,,,,,,,,,2023-10-13 00:00:00.000,Fixing 16h,EUR,GBP,0.86535
,,,,,,,,,2023-10-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8642
,,,,,,,,,2023-10-11 00:00:00.000,Fixing 16h,EUR,GBP,0.8629
,,,,,,,,,2023-10-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8645
,,,,,,,,,2023-10-09 00:00:00.000,Fixing 16h,EUR,GBP,0.86355
,,,,,,,,,2023-10-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8646
,,,,,,,,,2023-10-05 00:00:00.000,Fixing 16h,EUR,GBP,0.866
,,,,,,,,,2023-10-04 00:00:00.000,Fixing 16h,EUR,GBP,0.866
,,,,,,,,,2023-10-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8673
,,,,,,,,,2023-10-02 00:00:00.000,Fixing 16h,EUR,GBP,0.866
,,,,,,,,,2023-09-30 00:00:00.000,Fixing 16h,EUR,GBP,0.8674
,,,,,,,,,2023-09-29 00:00:00.000,Fixing 16h,EUR,GBP,0.8674
,,,,,,,,,2023-09-28 00:00:00.000,Fixing 16h,EUR,GBP,0.866
,,,,,,,,,2023-09-27 00:00:00.000,Fixing 16h,EUR,GBP,0.8662
,,,,,,,,,2023-09-26 00:00:00.000,Fixing 16h,EUR,GBP,0.86975
,,,,,,,,,2023-09-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8671
,,,,,,,,,2023-09-22 00:00:00.000,Fixing 16h,EUR,GBP,0.86895
,,,,,,,,,2023-09-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8676
,,,,,,,,,2023-09-20 00:00:00.000,Fixing 16h,EUR,GBP,0.86455
,,,,,,,,,2023-09-19 00:00:00.000,Fixing 16h,EUR,GBP,0.86195
,,,,,,,,,2023-09-18 00:00:00.000,Fixing 16h,EUR,GBP,0.86235
,,,,,,,,,2023-09-15 00:00:00.000,Fixing 16h,EUR,GBP,0.86045
,,,,,,,,,2023-09-14 00:00:00.000,Fixing 16h,EUR,GBP,0.8589
,,,,,,,,,2023-09-13 00:00:00.000,Fixing 16h,EUR,GBP,0.85965
,,,,,,,,,2023-09-12 00:00:00.000,Fixing 16h,EUR,GBP,0.85945
,,,,,,,,,2023-09-11 00:00:00.000,Fixing 16h,EUR,GBP,0.85775
,,,,,,,,,2023-09-08 00:00:00.000,Fixing 16h,EUR,GBP,0.85815
,,,,,,,,,2023-09-07 00:00:00.000,Fixing 16h,EUR,GBP,0.858
,,,,,,,,,2023-09-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8573
,,,,,,,,,2023-09-05 00:00:00.000,Fixing 16h,EUR,GBP,0.853
,,,,,,,,,2023-09-04 00:00:00.000,Fixing 16h,EUR,GBP,0.85485
,,,,,,,,,2023-09-01 00:00:00.000,Fixing 16h,EUR,GBP,0.8564
,,,,,,,,,2023-08-31 00:00:00.000,Fixing 16h,EUR,GBP,0.8565
,,,,,,,,,2023-08-30 00:00:00.000,Fixing 16h,EUR,GBP,0.85865
,,,,,,,,,2023-08-29 00:00:00.000,Fixing 16h,EUR,GBP,0.86015
,,,,,,,,,2023-08-28 00:00:00.000,Fixing 16h,EUR,GBP,0.85925
,,,,,,,,,2023-08-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8581
,,,,,,,,,2023-08-24 00:00:00.000,Fixing 16h,EUR,GBP,0.857
,,,,,,,,,2023-08-23 00:00:00.000,Fixing 16h,EUR,GBP,0.8552
,,,,,,,,,2023-08-22 00:00:00.000,Fixing 16h,EUR,GBP,0.8522
,,,,,,,,,2023-08-21 00:00:00.000,Fixing 16h,EUR,GBP,0.85535
,,,,,,,,,2023-08-18 00:00:00.000,Fixing 16h,EUR,GBP,0.85425
,,,,,,,,,2023-08-17 00:00:00.000,Fixing 16h,EUR,GBP,0.85365
,,,,,,,,,2023-08-16 00:00:00.000,Fixing 16h,EUR,GBP,0.85525
,,,,,,,,,2023-08-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8583
,,,,,,,,,2023-08-14 00:00:00.000,Fixing 16h,EUR,GBP,0.8612
,,,,,,,,,2023-08-11 00:00:00.000,Fixing 16h,EUR,GBP,0.86305
,,,,,,,,,2023-08-10 00:00:00.000,Fixing 16h,EUR,GBP,0.86525
,,,,,,,,,2023-08-09 00:00:00.000,Fixing 16h,EUR,GBP,0.86265
,,,,,,,,,2023-08-08 00:00:00.000,Fixing 16h,EUR,GBP,0.86055
,,,,,,,,,2023-08-07 00:00:00.000,Fixing 16h,EUR,GBP,0.8616
,,,,,,,,,2023-08-04 00:00:00.000,Fixing 16h,EUR,GBP,0.86415
,,,,,,,,,2023-08-03 00:00:00.000,Fixing 16h,EUR,GBP,0.86115
,,,,,,,,,2023-08-02 00:00:00.000,Fixing 16h,EUR,GBP,0.86135
,,,,,,,,,2023-08-01 00:00:00.000,Fixing 16h,EUR,GBP,0.86035
,,,,,,,,,2023-07-31 00:00:00.000,Fixing 16h,EUR,GBP,0.8569
,,,,,,,,,2023-07-28 00:00:00.000,Fixing 16h,EUR,GBP,0.85785
,,,,,,,,,2023-07-27 00:00:00.000,Fixing 16h,EUR,GBP,0.85555
,,,,,,,,,2023-07-26 00:00:00.000,Fixing 16h,EUR,GBP,0.85615
,,,,,,,,,2023-07-25 00:00:00.000,Fixing 16h,EUR,GBP,0.85905
,,,,,,,,,2023-07-24 00:00:00.000,Fixing 16h,EUR,GBP,0.8644
,,,,,,,,,2023-07-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8652
,,,,,,,,,2023-07-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8671
,,,,,,,,,2023-07-19 00:00:00.000,Fixing 16h,EUR,GBP,0.86845
,,,,,,,,,2023-07-18 00:00:00.000,Fixing 16h,EUR,GBP,0.8589
,,,,,,,,,2023-07-17 00:00:00.000,Fixing 16h,EUR,GBP,0.85865
,,,,,,,,,2023-07-14 00:00:00.000,Fixing 16h,EUR,GBP,0.857
,,,,,,,,,2023-07-13 00:00:00.000,Fixing 16h,EUR,GBP,0.85375
,,,,,,,,,2023-07-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8557
,,,,,,,,,2023-07-11 00:00:00.000,Fixing 16h,EUR,GBP,0.85215
,,,,,,,,,2023-07-10 00:00:00.000,Fixing 16h,EUR,GBP,0.85645
,,,,,,,,,2023-07-07 00:00:00.000,Fixing 16h,EUR,GBP,0.85385
,,,,,,,,,2023-07-06 00:00:00.000,Fixing 16h,EUR,GBP,0.856
,,,,,,,,,2023-07-05 00:00:00.000,Fixing 16h,EUR,GBP,0.85505
,,,,,,,,,2023-07-04 00:00:00.000,Fixing 16h,EUR,GBP,0.85675
,,,,,,,,,2023-07-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8595
,,,,,,,,,2023-06-30 00:00:00.000,Fixing 16h,EUR,GBP,0.85815
,,,,,,,,,2023-06-29 00:00:00.000,Fixing 16h,EUR,GBP,0.86295
,,,,,,,,,2023-06-28 00:00:00.000,Fixing 16h,EUR,GBP,0.8643
,,,,,,,,,2023-06-27 00:00:00.000,Fixing 16h,EUR,GBP,0.85915
,,,,,,,,,2023-06-26 00:00:00.000,Fixing 16h,EUR,GBP,0.8583
,,,,,,,,,2023-06-23 00:00:00.000,Fixing 16h,EUR,GBP,0.85625
,,,,,,,,,2023-06-22 00:00:00.000,Fixing 16h,EUR,GBP,0.86
,,,,,,,,,2023-06-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8604
,,,,,,,,,2023-06-20 00:00:00.000,Fixing 16h,EUR,GBP,0.856
,,,,,,,,,2023-06-19 00:00:00.000,Fixing 16h,EUR,GBP,0.85365
,,,,,,,,,2023-06-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8528
,,,,,,,,,2023-06-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8561
,,,,,,,,,2023-06-14 00:00:00.000,Fixing 16h,EUR,GBP,0.855
,,,,,,,,,2023-06-13 00:00:00.000,Fixing 16h,EUR,GBP,0.857
,,,,,,,,,2023-06-12 00:00:00.000,Fixing 16h,EUR,GBP,0.85915
,,,,,,,,,2023-06-09 00:00:00.000,Fixing 16h,EUR,GBP,0.85505
,,,,,,,,,2023-06-08 00:00:00.000,Fixing 16h,EUR,GBP,0.8593
,,,,,,,,,2023-06-07 00:00:00.000,Fixing 16h,EUR,GBP,0.85925
,,,,,,,,,2023-06-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8616
,,,,,,,,,2023-06-05 00:00:00.000,Fixing 16h,EUR,GBP,0.8632
,,,,,,,,,2023-06-02 00:00:00.000,Fixing 16h,EUR,GBP,0.85925
,,,,,,,,,2023-06-01 00:00:00.000,Fixing 16h,EUR,GBP,0.85715
,,,,,,,,,2023-05-31 00:00:00.000,Fixing 16h,EUR,GBP,0.8602
,,,,,,,,,2023-05-30 00:00:00.000,Fixing 16h,EUR,GBP,0.86445
,,,,,,,,,2023-05-29 00:00:00.000,Fixing 16h,EUR,GBP,0.8669
,,,,,,,,,2023-05-26 00:00:00.000,Fixing 16h,EUR,GBP,0.8681
,,,,,,,,,2023-05-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8698
,,,,,,,,,2023-05-24 00:00:00.000,Fixing 16h,EUR,GBP,0.8704
,,,,,,,,,2023-05-23 00:00:00.000,Fixing 16h,EUR,GBP,0.8677
,,,,,,,,,2023-05-22 00:00:00.000,Fixing 16h,EUR,GBP,0.86955
,,,,,,,,,2023-05-19 00:00:00.000,Fixing 16h,EUR,GBP,0.8673
,,,,,,,,,2023-05-18 00:00:00.000,Fixing 16h,EUR,GBP,0.868
,,,,,,,,,2023-05-17 00:00:00.000,Fixing 16h,EUR,GBP,0.868
,,,,,,,,,2023-05-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8696
,,,,,,,,,2023-05-15 00:00:00.000,Fixing 16h,EUR,GBP,0.86855
,,,,,,,,,2023-05-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8711
,,,,,,,,,2023-05-11 00:00:00.000,Fixing 16h,EUR,GBP,0.87185
,,,,,,,,,2023-05-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8696
,,,,,,,,,2023-05-09 00:00:00.000,Fixing 16h,EUR,GBP,0.8684
,,,,,,,,,2023-05-08 00:00:00.000,Fixing 16h,EUR,GBP,0.87205
,,,,,,,,,2023-05-05 00:00:00.000,Fixing 16h,EUR,GBP,0.8724
,,,,,,,,,2023-05-04 00:00:00.000,Fixing 16h,EUR,GBP,0.875
,,,,,,,,,2023-05-03 00:00:00.000,Fixing 16h,EUR,GBP,0.88195
,,,,,,,,,2023-05-02 00:00:00.000,Fixing 16h,EUR,GBP,0.8811
,,,,,,,,,2023-05-01 00:00:00.000,Fixing 16h,EUR,GBP,0.877
,,,,,,,,,2023-04-30 00:00:00.000,Fixing 16h,EUR,GBP,0.87835
,,,,,,,,,2023-04-28 00:00:00.000,Fixing 16h,EUR,GBP,0.87835
,,,,,,,,,2023-04-27 00:00:00.000,Fixing 16h,EUR,GBP,0.8831
,,,,,,,,,2023-04-26 00:00:00.000,Fixing 16h,EUR,GBP,0.88565
,,,,,,,,,2023-04-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8852
,,,,,,,,,2023-04-24 00:00:00.000,Fixing 16h,EUR,GBP,0.88495
,,,,,,,,,2023-04-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8851
,,,,,,,,,2023-04-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8814
,,,,,,,,,2023-04-19 00:00:00.000,Fixing 16h,EUR,GBP,0.8802
,,,,,,,,,2023-04-18 00:00:00.000,Fixing 16h,EUR,GBP,0.8821
,,,,,,,,,2023-04-17 00:00:00.000,Fixing 16h,EUR,GBP,0.88295
,,,,,,,,,2023-04-14 00:00:00.000,Fixing 16h,EUR,GBP,0.88455
,,,,,,,,,2023-04-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8831
,,,,,,,,,2023-04-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8806
,,,,,,,,,2023-04-11 00:00:00.000,Fixing 16h,EUR,GBP,0.8777
,,,,,,,,,2023-04-10 00:00:00.000,Fixing 16h,EUR,GBP,0.87695
,,,,,,,,,2023-04-07 00:00:00.000,Fixing 16h,EUR,GBP,0.87841261
,,,,,,,,,2023-04-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8784
,,,,,,,,,2023-04-05 00:00:00.000,Fixing 16h,EUR,GBP,0.8763
,,,,,,,,,2023-04-04 00:00:00.000,Fixing 16h,EUR,GBP,0.87645
,,,,,,,,,2023-04-03 00:00:00.000,Fixing 16h,EUR,GBP,0.87835
,,,,,,,,,2023-03-31 00:00:00.000,Fixing 16h,EUR,GBP,0.8787
,,,,,,,,,2023-03-30 00:00:00.000,Fixing 16h,EUR,GBP,0.88145
,,,,,,,,,2023-03-29 00:00:00.000,Fixing 16h,EUR,GBP,0.87985
,,,,,,,,,2023-03-28 00:00:00.000,Fixing 16h,EUR,GBP,0.8788
,,,,,,,,,2023-03-27 00:00:00.000,Fixing 16h,EUR,GBP,0.87845
,,,,,,,,,2023-03-24 00:00:00.000,Fixing 16h,EUR,GBP,0.8802
,,,,,,,,,2023-03-23 00:00:00.000,Fixing 16h,EUR,GBP,0.88385
,,,,,,,,,2023-03-22 00:00:00.000,Fixing 16h,EUR,GBP,0.8823
,,,,,,,,,2023-03-21 00:00:00.000,Fixing 16h,EUR,GBP,0.88315
,,,,,,,,,2023-03-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8748
,,,,,,,,,2023-03-17 00:00:00.000,Fixing 16h,EUR,GBP,0.8769
,,,,,,,,,2023-03-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8769
,,,,,,,,,2023-03-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8756
,,,,,,,,,2023-03-14 00:00:00.000,Fixing 16h,EUR,GBP,0.88285
,,,,,,,,,2023-03-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8828
,,,,,,,,,2023-03-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8832
,,,,,,,,,2023-03-09 00:00:00.000,Fixing 16h,EUR,GBP,0.88735
,,,,,,,,,2023-03-08 00:00:00.000,Fixing 16h,EUR,GBP,0.89145
,,,,,,,,,2023-03-07 00:00:00.000,Fixing 16h,EUR,GBP,0.8915
,,,,,,,,,2023-03-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8877
,,,,,,,,,2023-03-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8848
,,,,,,,,,2023-03-02 00:00:00.000,Fixing 16h,EUR,GBP,0.8876
,,,,,,,,,2023-03-01 00:00:00.000,Fixing 16h,EUR,GBP,0.8888
,,,,,,,,,2023-02-28 00:00:00.000,Fixing 16h,EUR,GBP,0.87595
,,,,,,,,,2023-02-27 00:00:00.000,Fixing 16h,EUR,GBP,0.88155
,,,,,,,,,2023-02-24 00:00:00.000,Fixing 16h,EUR,GBP,0.88285
,,,,,,,,,2023-02-23 00:00:00.000,Fixing 16h,EUR,GBP,0.8813
,,,,,,,,,2023-02-22 00:00:00.000,Fixing 16h,EUR,GBP,0.88085
,,,,,,,,,2023-02-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8801
,,,,,,,,,2023-02-20 00:00:00.000,Fixing 16h,EUR,GBP,0.88845
,,,,,,,,,2023-02-17 00:00:00.000,Fixing 16h,EUR,GBP,0.8887
,,,,,,,,,2023-02-16 00:00:00.000,Fixing 16h,EUR,GBP,0.88855
,,,,,,,,,2023-02-15 00:00:00.000,Fixing 16h,EUR,GBP,0.88955
,,,,,,,,,2023-02-14 00:00:00.000,Fixing 16h,EUR,GBP,0.8816
,,,,,,,,,2023-02-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8833
,,,,,,,,,2023-02-10 00:00:00.000,Fixing 16h,EUR,GBP,0.88405
,,,,,,,,,2023-02-09 00:00:00.000,Fixing 16h,EUR,GBP,0.88425
,,,,,,,,,2023-02-08 00:00:00.000,Fixing 16h,EUR,GBP,0.88795
,,,,,,,,,2023-02-07 00:00:00.000,Fixing 16h,EUR,GBP,0.8903
,,,,,,,,,2023-02-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8934
,,,,,,,,,2023-02-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8968
,,,,,,,,,2023-02-02 00:00:00.000,Fixing 16h,EUR,GBP,0.88985
,,,,,,,,,2023-02-01 00:00:00.000,Fixing 16h,EUR,GBP,0.8861
,,,,,,,,,2023-01-31 00:00:00.000,Fixing 16h,EUR,GBP,0.88215
,,,,,,,,,2023-01-30 00:00:00.000,Fixing 16h,EUR,GBP,0.878
,,,,,,,,,2023-01-27 00:00:00.000,Fixing 16h,EUR,GBP,0.8772
,,,,,,,,,2023-01-26 00:00:00.000,Fixing 16h,EUR,GBP,0.87845
,,,,,,,,,2023-01-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8821
,,,,,,,,,2023-01-24 00:00:00.000,Fixing 16h,EUR,GBP,0.8831
,,,,,,,,,2023-01-23 00:00:00.000,Fixing 16h,EUR,GBP,0.87825
,,,,,,,,,2023-01-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8757
,,,,,,,,,2023-01-19 00:00:00.000,Fixing 16h,EUR,GBP,0.873
,,,,,,,,,2023-01-18 00:00:00.000,Fixing 16h,EUR,GBP,0.87405
,,,,,,,,,2023-01-17 00:00:00.000,Fixing 16h,EUR,GBP,0.8796
,,,,,,,,,2023-01-16 00:00:00.000,Fixing 16h,EUR,GBP,0.8869
,,,,,,,,,2023-01-13 00:00:00.000,Fixing 16h,EUR,GBP,0.88655
,,,,,,,,,2023-01-12 00:00:00.000,Fixing 16h,EUR,GBP,0.889
,,,,,,,,,2023-01-11 00:00:00.000,Fixing 16h,EUR,GBP,0.8869
,,,,,,,,,2023-01-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8832
,,,,,,,,,2023-01-09 00:00:00.000,Fixing 16h,EUR,GBP,0.8811
,,,,,,,,,2023-01-06 00:00:00.000,Fixing 16h,EUR,GBP,0.8801
,,,,,,,,,2023-01-05 00:00:00.000,Fixing 16h,EUR,GBP,0.88525
,,,,,,,,,2023-01-04 00:00:00.000,Fixing 16h,EUR,GBP,0.88045
,,,,,,,,,2023-01-03 00:00:00.000,Fixing 16h,EUR,GBP,0.8791
,,,,,,,,,2023-01-02 00:00:00.000,Fixing 16h,EUR,GBP,0.88723086
,,,,,,,,,2022-12-31 00:00:00.000,Fixing 16h,EUR,GBP,0.88725
,,,,,,,,,2022-12-30 00:00:00.000,Fixing 16h,EUR,GBP,0.88725
,,,,,,,,,2022-12-29 00:00:00.000,Fixing 16h,EUR,GBP,0.8849
,,,,,,,,,2022-12-28 00:00:00.000,Fixing 16h,EUR,GBP,0.8823
,,,,,,,,,2022-12-27 00:00:00.000,Fixing 16h,EUR,GBP,0.88615
,,,,,,,,,2022-12-26 00:00:00.000,Fixing 16h,EUR,GBP,0.88002156
,,,,,,,,,2022-12-23 00:00:00.000,Fixing 16h,EUR,GBP,0.88
,,,,,,,,,2022-12-22 00:00:00.000,Fixing 16h,EUR,GBP,0.88125
,,,,,,,,,2022-12-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8765
,,,,,,,,,2022-12-20 00:00:00.000,Fixing 16h,EUR,GBP,0.87645
,,,,,,,,,2022-12-19 00:00:00.000,Fixing 16h,EUR,GBP,0.8721
,,,,,,,,,2022-12-16 00:00:00.000,Fixing 16h,EUR,GBP,0.87365
,,,,,,,,,2022-12-15 00:00:00.000,Fixing 16h,EUR,GBP,0.8717
,,,,,,,,,2022-12-14 00:00:00.000,Fixing 16h,EUR,GBP,0.85825
,,,,,,,,,2022-12-13 00:00:00.000,Fixing 16h,EUR,GBP,0.8582
,,,,,,,,,2022-12-12 00:00:00.000,Fixing 16h,EUR,GBP,0.8587
,,,,,,,,,2022-12-09 00:00:00.000,Fixing 16h,EUR,GBP,0.85745
,,,,,,,,,2022-12-08 00:00:00.000,Fixing 16h,EUR,GBP,0.8631
,,,,,,,,,2022-12-07 00:00:00.000,Fixing 16h,EUR,GBP,0.8613
,,,,,,,,,2022-12-06 00:00:00.000,Fixing 16h,EUR,GBP,0.85925
,,,,,,,,,2022-12-05 00:00:00.000,Fixing 16h,EUR,GBP,0.8616
,,,,,,,,,2022-12-02 00:00:00.000,Fixing 16h,EUR,GBP,0.85735
,,,,,,,,,2022-12-01 00:00:00.000,Fixing 16h,EUR,GBP,0.85485
,,,,,,,,,2022-11-30 00:00:00.000,Fixing 16h,EUR,GBP,0.8646
,,,,,,,,,2022-11-29 00:00:00.000,Fixing 16h,EUR,GBP,0.86305
,,,,,,,,,2022-11-28 00:00:00.000,Fixing 16h,EUR,GBP,0.8637
,,,,,,,,,2022-11-25 00:00:00.000,Fixing 16h,EUR,GBP,0.86045
,,,,,,,,,2022-11-24 00:00:00.000,Fixing 16h,EUR,GBP,0.85745
,,,,,,,,,2022-11-23 00:00:00.000,Fixing 16h,EUR,GBP,0.85985
,,,,,,,,,2022-11-22 00:00:00.000,Fixing 16h,EUR,GBP,0.8657
,,,,,,,,,2022-11-21 00:00:00.000,Fixing 16h,EUR,GBP,0.8689
,,,,,,,,,2022-11-18 00:00:00.000,Fixing 16h,EUR,GBP,0.86875
,,,,,,,,,2022-11-17 00:00:00.000,Fixing 16h,EUR,GBP,0.87695
,,,,,,,,,2022-11-16 00:00:00.000,Fixing 16h,EUR,GBP,0.87495
,,,,,,,,,2022-11-15 00:00:00.000,Fixing 16h,EUR,GBP,0.87135
,,,,,,,,,2022-11-14 00:00:00.000,Fixing 16h,EUR,GBP,0.88055
,,,,,,,,,2022-11-11 00:00:00.000,Fixing 16h,EUR,GBP,0.87685
,,,,,,,,,2022-11-10 00:00:00.000,Fixing 16h,EUR,GBP,0.8718
,,,,,,,,,2022-11-09 00:00:00.000,Fixing 16h,EUR,GBP,0.88135
,,,,,,,,,2022-11-08 00:00:00.000,Fixing 16h,EUR,GBP,0.87055
,,,,,,,,,2022-11-07 00:00:00.000,Fixing 16h,EUR,GBP,0.8723
,,,,,,,,,2022-11-04 00:00:00.000,Fixing 16h,EUR,GBP,0.87725
,,,,,,,,,2022-11-03 00:00:00.000,Fixing 16h,EUR,GBP,0.87285
,,,,,,,,,2022-11-02 00:00:00.000,Fixing 16h,EUR,GBP,0.8612
,,,,,,,,,2022-11-01 00:00:00.000,Fixing 16h,EUR,GBP,0.8614
,,,,,,,,,2022-10-31 00:00:00.000,Fixing 16h,EUR,GBP,0.8584
,,,,,,,,,2022-10-28 00:00:00.000,Fixing 16h,EUR,GBP,0.85835
,,,,,,,,,2022-10-27 00:00:00.000,Fixing 16h,EUR,GBP,0.86325
,,,,,,,,,2022-10-26 00:00:00.000,Fixing 16h,EUR,GBP,0.86595
,,,,,,,,,2022-10-25 00:00:00.000,Fixing 16h,EUR,GBP,0.8689
,,,,,,,,,2022-10-24 00:00:00.000,Fixing 16h,EUR,GBP,0.87365
,,,,,,,,,2022-10-21 00:00:00.000,Fixing 16h,EUR,GBP,0.87735
,,,,,,,,,2022-10-20 00:00:00.000,Fixing 16h,EUR,GBP,0.8694
,,,,,,,,,2022-10-19 00:00:00.000,Fixing 16h,EUR,GBP,0.8696
,,,,,,,,,2022-10-18 00:00:00.000,Fixing 16h,EUR,GBP,0.8703
