Bloomberg Code,Quote Date,Quote Close,Currency
USGG10YR Index,1999-04-14,5.127,USD
USGG10YR Index,1999-04-15,5.169,USD
USGG10YR Index,1999-04-16,5.221,USD
USGG10YR Index,1999-04-19,5.149,USD
USGG10YR Index,1999-04-20,5.136,USD
USGG10YR Index,1999-04-21,5.181,USD
USGG10YR Index,1999-04-22,5.247,USD
USGG10YR Index,1999-04-23,5.252,USD
USGG10YR Index,1999-04-26,5.222,USD
USGG10YR Index,1999-04-27,5.205,USD
USGG10YR Index,1999-04-28,5.263,USD
USGG10YR Index,1999-04-29,5.216,USD
USGG10YR Index,1999-04-30,5.348,USD
USGG10YR Index,1999-05-03,5.359,USD
USGG10YR Index,1999-05-04,5.405,USD
USGG10YR Index,1999-05-05,5.394,USD
USGG10YR Index,1999-05-06,5.511,USD
USGG10YR Index,1999-05-07,5.542,USD
USGG10YR Index,1999-05-10,5.534,USD
USGG10YR Index,1999-05-11,5.578,USD
USGG10YR Index,1999-05-12,5.57,USD
USGG10YR Index,1999-05-13,5.412,USD
USGG10YR Index,1999-05-14,5.628,USD
USGG10YR Index,1999-05-17,5.636,USD
USGG10YR Index,1999-05-18,5.661,USD
USGG10YR Index,1999-05-19,5.595,USD
USGG10YR Index,1999-05-20,5.591,USD
USGG10YR Index,1999-05-21,5.504,USD
USGG10YR Index,1999-05-24,5.479,USD
USGG10YR Index,1999-05-25,5.473,USD
USGG10YR Index,1999-05-26,5.551,USD
USGG10YR Index,1999-05-27,5.626,USD
USGG10YR Index,1999-05-28,5.62,USD
USGG10YR Index,1999-05-31,5.622,USD
USGG10YR Index,1999-06-01,5.758,USD
USGG10YR Index,1999-06-02,5.781,USD
USGG10YR Index,1999-06-03,5.803,USD
USGG10YR Index,1999-06-04,5.807,USD
USGG10YR Index,1999-06-07,5.792,USD
USGG10YR Index,1999-06-08,5.824,USD
USGG10YR Index,1999-06-09,5.888,USD
USGG10YR Index,1999-06-10,5.931,USD
USGG10YR Index,1999-06-11,6.033,USD
USGG10YR Index,1999-06-14,5.966,USD
USGG10YR Index,1999-06-15,5.977,USD
USGG10YR Index,1999-06-16,5.925,USD
USGG10YR Index,1999-06-17,5.788,USD
USGG10YR Index,1999-06-18,5.827,USD
USGG10YR Index,1999-06-21,5.885,USD
USGG10YR Index,1999-06-22,5.923,USD
USGG10YR Index,1999-06-23,6.029,USD
USGG10YR Index,1999-06-24,6.029,USD
USGG10YR Index,1999-06-25,6.014,USD
USGG10YR Index,1999-06-28,5.943,USD
USGG10YR Index,1999-06-29,5.926,USD
USGG10YR Index,1999-06-30,5.78,USD
USGG10YR Index,1999-07-01,5.84,USD
USGG10YR Index,1999-07-02,5.828,USD
USGG10YR Index,1999-07-05,5.819,USD
USGG10YR Index,1999-07-06,5.868,USD
USGG10YR Index,1999-07-07,5.892,USD
USGG10YR Index,1999-07-08,5.826,USD
USGG10YR Index,1999-07-09,5.826,USD
USGG10YR Index,1999-07-12,5.726,USD
USGG10YR Index,1999-07-13,5.705,USD
USGG10YR Index,1999-07-14,5.732,USD
USGG10YR Index,1999-07-15,5.724,USD
USGG10YR Index,1999-07-16,5.667,USD
USGG10YR Index,1999-07-19,5.662,USD
USGG10YR Index,1999-07-20,5.633,USD
USGG10YR Index,1999-07-21,5.656,USD
USGG10YR Index,1999-07-22,5.779,USD
USGG10YR Index,1999-07-23,5.835,USD
USGG10YR Index,1999-07-26,5.842,USD
USGG10YR Index,1999-07-27,5.807,USD
USGG10YR Index,1999-07-28,5.795,USD
USGG10YR Index,1999-07-29,5.872,USD
USGG10YR Index,1999-07-30,5.903,USD
USGG10YR Index,1999-08-02,5.916,USD
USGG10YR Index,1999-08-03,5.957,USD
USGG10YR Index,1999-08-04,5.938,USD
USGG10YR Index,1999-08-05,5.86,USD
USGG10YR Index,1999-08-06,6.038,USD
USGG10YR Index,1999-08-09,6.129,USD
USGG10YR Index,1999-08-10,6.149,USD
USGG10YR Index,1999-08-11,6.092,USD
USGG10YR Index,1999-08-12,6.082,USD
USGG10YR Index,1999-08-13,5.979,USD
USGG10YR Index,1999-08-16,5.964,USD
USGG10YR Index,1999-08-17,5.881,USD
USGG10YR Index,1999-08-18,5.875,USD
USGG10YR Index,1999-08-19,5.895,USD
USGG10YR Index,1999-08-20,5.876,USD
USGG10YR Index,1999-08-23,5.889,USD
USGG10YR Index,1999-08-24,5.816,USD
USGG10YR Index,1999-08-25,5.719,USD
USGG10YR Index,1999-08-26,5.768,USD
USGG10YR Index,1999-08-27,5.864,USD
USGG10YR Index,1999-08-30,5.955,USD
USGG10YR Index,1999-08-31,5.97,USD
USGG10YR Index,1999-09-01,5.976,USD
USGG10YR Index,1999-09-02,6.008,USD
USGG10YR Index,1999-09-03,5.888,USD
USGG10YR Index,1999-09-06,5.892,USD
USGG10YR Index,1999-09-07,5.938,USD
USGG10YR Index,1999-09-08,5.926,USD
USGG10YR Index,1999-09-09,5.964,USD
USGG10YR Index,1999-09-10,5.898,USD
USGG10YR Index,1999-09-13,5.898,USD
USGG10YR Index,1999-09-14,5.959,USD
USGG10YR Index,1999-09-15,5.919,USD
USGG10YR Index,1999-09-16,5.898,USD
USGG10YR Index,1999-09-17,5.871,USD
USGG10YR Index,1999-09-20,5.906,USD
USGG10YR Index,1999-09-21,5.925,USD
USGG10YR Index,1999-09-22,5.908,USD
USGG10YR Index,1999-09-23,5.791,USD
USGG10YR Index,1999-09-24,5.773,USD
USGG10YR Index,1999-09-27,5.82,USD
USGG10YR Index,1999-09-28,5.906,USD
USGG10YR Index,1999-09-29,5.957,USD
USGG10YR Index,1999-09-30,5.877,USD
USGG10YR Index,1999-10-01,5.974,USD
USGG10YR Index,1999-10-04,5.931,USD
USGG10YR Index,1999-10-05,6.033,USD
USGG10YR Index,1999-10-06,6.039,USD
USGG10YR Index,1999-10-07,6.039,USD
USGG10YR Index,1999-10-08,6.033,USD
USGG10YR Index,1999-10-11,6.037,USD
USGG10YR Index,1999-10-12,6.048,USD
USGG10YR Index,1999-10-13,6.108,USD
USGG10YR Index,1999-10-14,6.17,USD
USGG10YR Index,1999-10-15,6.067,USD
USGG10YR Index,1999-10-18,6.144,USD
USGG10YR Index,1999-10-19,6.179,USD
USGG10YR Index,1999-10-20,6.173,USD
USGG10YR Index,1999-10-21,6.19,USD
USGG10YR Index,1999-10-22,6.194,USD
USGG10YR Index,1999-10-25,6.205,USD
USGG10YR Index,1999-10-26,6.238,USD
USGG10YR Index,1999-10-27,6.201,USD
USGG10YR Index,1999-10-28,6.121,USD
USGG10YR Index,1999-10-29,6.024,USD
USGG10YR Index,1999-11-01,6.048,USD
USGG10YR Index,1999-11-02,6.018,USD
USGG10YR Index,1999-11-03,5.994,USD
USGG10YR Index,1999-11-04,5.958,USD
USGG10YR Index,1999-11-05,5.926,USD
USGG10YR Index,1999-11-08,5.937,USD
USGG10YR Index,1999-11-09,5.956,USD
USGG10YR Index,1999-11-10,5.977,USD
USGG10YR Index,1999-11-11,5.984,USD
USGG10YR Index,1999-11-12,5.928,USD
USGG10YR Index,1999-11-15,5.92,USD
USGG10YR Index,1999-11-16,5.958,USD
USGG10YR Index,1999-11-17,6.033,USD
USGG10YR Index,1999-11-18,6.052,USD
USGG10YR Index,1999-11-19,6.057,USD
USGG10YR Index,1999-11-22,6.085,USD
USGG10YR Index,1999-11-23,6.078,USD
USGG10YR Index,1999-11-24,6.078,USD
USGG10YR Index,1999-11-25,6.078,USD
USGG10YR Index,1999-11-26,6.117,USD
USGG10YR Index,1999-11-29,6.207,USD
USGG10YR Index,1999-11-30,6.191,USD
USGG10YR Index,1999-12-01,6.2,USD
USGG10YR Index,1999-12-02,6.233,USD
USGG10YR Index,1999-12-03,6.161,USD
USGG10YR Index,1999-12-06,6.139,USD
USGG10YR Index,1999-12-07,6.1,USD
USGG10YR Index,1999-12-08,6.135,USD
USGG10YR Index,1999-12-09,6.126,USD
USGG10YR Index,1999-12-10,6.072,USD
USGG10YR Index,1999-12-13,6.1,USD
USGG10YR Index,1999-12-14,6.216,USD
USGG10YR Index,1999-12-15,6.236,USD
USGG10YR Index,1999-12-16,6.305,USD
USGG10YR Index,1999-12-17,6.283,USD
USGG10YR Index,1999-12-20,6.354,USD
USGG10YR Index,1999-12-21,6.376,USD
USGG10YR Index,1999-12-22,6.372,USD
USGG10YR Index,1999-12-23,6.415,USD
USGG10YR Index,1999-12-24,6.408,USD
USGG10YR Index,1999-12-27,6.401,USD
USGG10YR Index,1999-12-28,6.413,USD
USGG10YR Index,1999-12-29,6.384,USD
USGG10YR Index,1999-12-30,6.366,USD
USGG10YR Index,1999-12-31,6.442,USD
USGG10YR Index,2000-01-03,6.592,USD
USGG10YR Index,2000-01-04,6.497,USD
USGG10YR Index,2000-01-05,6.594,USD
USGG10YR Index,2000-01-06,6.524,USD
USGG10YR Index,2000-01-07,6.515,USD
USGG10YR Index,2000-01-10,6.552,USD
USGG10YR Index,2000-01-11,6.657,USD
USGG10YR Index,2000-01-12,6.703,USD
USGG10YR Index,2000-01-13,6.63,USD
USGG10YR Index,2000-01-14,6.679,USD
USGG10YR Index,2000-01-17,6.681,USD
USGG10YR Index,2000-01-18,6.748,USD
USGG10YR Index,2000-01-19,6.732,USD
USGG10YR Index,2000-01-20,6.788,USD
USGG10YR Index,2000-01-21,6.765,USD
USGG10YR Index,2000-01-24,6.685,USD
USGG10YR Index,2000-01-25,6.692,USD
USGG10YR Index,2000-01-26,6.664,USD
USGG10YR Index,2000-01-27,6.692,USD
USGG10YR Index,2000-01-28,6.658,USD
USGG10YR Index,2000-01-31,6.665,USD
USGG10YR Index,2000-02-01,6.619,USD
USGG10YR Index,2000-02-02,6.573,USD
USGG10YR Index,2000-02-03,6.489,USD
USGG10YR Index,2000-02-04,6.549,USD
USGG10YR Index,2000-02-07,6.639,USD
USGG10YR Index,2000-02-08,6.613,USD
USGG10YR Index,2000-02-09,6.66,USD
USGG10YR Index,2000-02-10,6.671,USD
USGG10YR Index,2000-02-11,6.604,USD
USGG10YR Index,2000-02-14,6.554,USD
USGG10YR Index,2000-02-15,6.552,USD
USGG10YR Index,2000-02-16,6.545,USD
USGG10YR Index,2000-02-17,6.567,USD
USGG10YR Index,2000-02-18,6.489,USD
USGG10YR Index,2000-02-21,6.493,USD
USGG10YR Index,2000-02-22,6.361,USD
USGG10YR Index,2000-02-23,6.422,USD
USGG10YR Index,2000-02-24,6.365,USD
USGG10YR Index,2000-02-25,6.326,USD
USGG10YR Index,2000-02-28,6.422,USD
USGG10YR Index,2000-02-29,6.409,USD
USGG10YR Index,2000-03-01,6.386,USD
USGG10YR Index,2000-03-02,6.384,USD
USGG10YR Index,2000-03-03,6.388,USD
USGG10YR Index,2000-03-06,6.411,USD
USGG10YR Index,2000-03-07,6.373,USD
USGG10YR Index,2000-03-08,6.379,USD
USGG10YR Index,2000-03-09,6.343,USD
USGG10YR Index,2000-03-10,6.383,USD
USGG10YR Index,2000-03-13,6.37,USD
USGG10YR Index,2000-03-14,6.292,USD
USGG10YR Index,2000-03-15,6.291,USD
USGG10YR Index,2000-03-16,6.245,USD
USGG10YR Index,2000-03-17,6.194,USD
USGG10YR Index,2000-03-20,6.183,USD
USGG10YR Index,2000-03-21,6.135,USD
USGG10YR Index,2000-03-22,6.112,USD
USGG10YR Index,2000-03-23,6.078,USD
USGG10YR Index,2000-03-24,6.191,USD
USGG10YR Index,2000-03-27,6.185,USD
USGG10YR Index,2000-03-28,6.151,USD
USGG10YR Index,2000-03-29,6.147,USD
USGG10YR Index,2000-03-30,6.055,USD
USGG10YR Index,2000-03-31,6.004,USD
USGG10YR Index,2000-04-03,5.965,USD
USGG10YR Index,2000-04-04,5.895,USD
USGG10YR Index,2000-04-05,5.872,USD
USGG10YR Index,2000-04-06,5.934,USD
USGG10YR Index,2000-04-07,5.853,USD
USGG10YR Index,2000-04-10,5.771,USD
USGG10YR Index,2000-04-11,5.882,USD
USGG10YR Index,2000-04-12,5.935,USD
USGG10YR Index,2000-04-13,5.906,USD
USGG10YR Index,2000-04-14,5.85,USD
USGG10YR Index,2000-04-17,6.038,USD
USGG10YR Index,2000-04-18,6.059,USD
USGG10YR Index,2000-04-19,5.992,USD
USGG10YR Index,2000-04-20,5.994,USD
USGG10YR Index,2000-04-21,5.987,USD
USGG10YR Index,2000-04-24,6.017,USD
USGG10YR Index,2000-04-25,6.128,USD
USGG10YR Index,2000-04-26,6.13,USD
USGG10YR Index,2000-04-27,6.223,USD
USGG10YR Index,2000-04-28,6.212,USD
USGG10YR Index,2000-05-01,6.278,USD
USGG10YR Index,2000-05-02,6.299,USD
USGG10YR Index,2000-05-03,6.401,USD
USGG10YR Index,2000-05-04,6.427,USD
USGG10YR Index,2000-05-05,6.505,USD
USGG10YR Index,2000-05-08,6.56,USD
USGG10YR Index,2000-05-09,6.529,USD
USGG10YR Index,2000-05-10,6.42,USD
USGG10YR Index,2000-05-11,6.409,USD
USGG10YR Index,2000-05-12,6.512,USD
USGG10YR Index,2000-05-15,6.446,USD
USGG10YR Index,2000-05-16,6.424,USD
USGG10YR Index,2000-05-17,6.496,USD
USGG10YR Index,2000-05-18,6.54,USD
USGG10YR Index,2000-05-19,6.494,USD
USGG10YR Index,2000-05-22,6.439,USD
USGG10YR Index,2000-05-23,6.435,USD
USGG10YR Index,2000-05-24,6.47,USD
USGG10YR Index,2000-05-25,6.394,USD
USGG10YR Index,2000-05-26,6.331,USD
USGG10YR Index,2000-05-29,6.326,USD
USGG10YR Index,2000-05-30,6.376,USD
USGG10YR Index,2000-05-31,6.272,USD
USGG10YR Index,2000-06-01,6.191,USD
USGG10YR Index,2000-06-02,6.152,USD
USGG10YR Index,2000-06-05,6.122,USD
USGG10YR Index,2000-06-06,6.122,USD
USGG10YR Index,2000-06-07,6.141,USD
USGG10YR Index,2000-06-08,6.124,USD
USGG10YR Index,2000-06-09,6.126,USD
USGG10YR Index,2000-06-12,6.071,USD
USGG10YR Index,2000-06-13,6.116,USD
USGG10YR Index,2000-06-14,6.041,USD
USGG10YR Index,2000-06-15,6.05,USD
USGG10YR Index,2000-06-16,5.971,USD
USGG10YR Index,2000-06-19,5.999,USD
USGG10YR Index,2000-06-20,6.02,USD
USGG10YR Index,2000-06-21,6.113,USD
USGG10YR Index,2000-06-22,6.104,USD
USGG10YR Index,2000-06-23,6.185,USD
USGG10YR Index,2000-06-26,6.102,USD
USGG10YR Index,2000-06-27,6.085,USD
USGG10YR Index,2000-06-28,6.1,USD
USGG10YR Index,2000-06-29,6.027,USD
USGG10YR Index,2000-06-30,6.031,USD
USGG10YR Index,2000-07-03,5.989,USD
USGG10YR Index,2000-07-04,5.989,USD
USGG10YR Index,2000-07-05,5.984,USD
USGG10YR Index,2000-07-06,6.048,USD
USGG10YR Index,2000-07-07,6.001,USD
USGG10YR Index,2000-07-10,6.035,USD
USGG10YR Index,2000-07-11,6.048,USD
USGG10YR Index,2000-07-12,6.08,USD
USGG10YR Index,2000-07-13,6.005,USD
USGG10YR Index,2000-07-14,6.096,USD
USGG10YR Index,2000-07-17,6.148,USD
USGG10YR Index,2000-07-18,6.141,USD
USGG10YR Index,2000-07-19,6.154,USD
USGG10YR Index,2000-07-20,6.002,USD
USGG10YR Index,2000-07-21,5.998,USD
USGG10YR Index,2000-07-24,6.034,USD
USGG10YR Index,2000-07-25,6.028,USD
USGG10YR Index,2000-07-26,6.027,USD
USGG10YR Index,2000-07-27,6.0,USD
USGG10YR Index,2000-07-28,6.034,USD
USGG10YR Index,2000-07-31,6.031,USD
USGG10YR Index,2000-08-01,5.984,USD
USGG10YR Index,2000-08-02,5.976,USD
USGG10YR Index,2000-08-03,5.952,USD
USGG10YR Index,2000-08-04,5.901,USD
USGG10YR Index,2000-08-07,5.956,USD
USGG10YR Index,2000-08-08,5.92,USD
USGG10YR Index,2000-08-09,5.916,USD
USGG10YR Index,2000-08-10,5.763,USD
USGG10YR Index,2000-08-11,5.79,USD
USGG10YR Index,2000-08-14,5.771,USD
USGG10YR Index,2000-08-15,5.802,USD
USGG10YR Index,2000-08-16,5.838,USD
USGG10YR Index,2000-08-17,5.81,USD
USGG10YR Index,2000-08-18,5.773,USD
USGG10YR Index,2000-08-21,5.781,USD
USGG10YR Index,2000-08-22,5.775,USD
USGG10YR Index,2000-08-23,5.727,USD
USGG10YR Index,2000-08-24,5.719,USD
USGG10YR Index,2000-08-25,5.729,USD
USGG10YR Index,2000-08-28,5.777,USD
USGG10YR Index,2000-08-29,5.808,USD
USGG10YR Index,2000-08-30,5.8,USD
USGG10YR Index,2000-08-31,5.725,USD
USGG10YR Index,2000-09-01,5.679,USD
USGG10YR Index,2000-09-04,5.683,USD
USGG10YR Index,2000-09-05,5.689,USD
USGG10YR Index,2000-09-06,5.724,USD
USGG10YR Index,2000-09-07,5.752,USD
USGG10YR Index,2000-09-08,5.739,USD
USGG10YR Index,2000-09-11,5.766,USD
USGG10YR Index,2000-09-12,5.772,USD
USGG10YR Index,2000-09-13,5.724,USD
USGG10YR Index,2000-09-14,5.785,USD
USGG10YR Index,2000-09-15,5.84,USD
USGG10YR Index,2000-09-18,5.871,USD
USGG10YR Index,2000-09-19,5.852,USD
USGG10YR Index,2000-09-20,5.897,USD
USGG10YR Index,2000-09-21,5.823,USD
USGG10YR Index,2000-09-22,5.848,USD
USGG10YR Index,2000-09-25,5.837,USD
USGG10YR Index,2000-09-26,5.802,USD
USGG10YR Index,2000-09-27,5.821,USD
USGG10YR Index,2000-09-28,5.812,USD
USGG10YR Index,2000-09-29,5.802,USD
USGG10YR Index,2000-10-02,5.823,USD
USGG10YR Index,2000-10-03,5.867,USD
USGG10YR Index,2000-10-04,5.886,USD
USGG10YR Index,2000-10-05,5.852,USD
USGG10YR Index,2000-10-06,5.812,USD
USGG10YR Index,2000-10-09,5.823,USD
USGG10YR Index,2000-10-10,5.772,USD
USGG10YR Index,2000-10-11,5.774,USD
USGG10YR Index,2000-10-12,5.709,USD
USGG10YR Index,2000-10-13,5.724,USD
USGG10YR Index,2000-10-16,5.732,USD
USGG10YR Index,2000-10-17,5.673,USD
USGG10YR Index,2000-10-18,5.667,USD
USGG10YR Index,2000-10-19,5.655,USD
USGG10YR Index,2000-10-20,5.632,USD
USGG10YR Index,2000-10-23,5.584,USD
USGG10YR Index,2000-10-24,5.615,USD
USGG10YR Index,2000-10-25,5.684,USD
USGG10YR Index,2000-10-26,5.69,USD
USGG10YR Index,2000-10-27,5.713,USD
USGG10YR Index,2000-10-30,5.732,USD
USGG10YR Index,2000-10-31,5.751,USD
USGG10YR Index,2000-11-01,5.742,USD
USGG10YR Index,2000-11-02,5.738,USD
USGG10YR Index,2000-11-03,5.827,USD
USGG10YR Index,2000-11-06,5.855,USD
USGG10YR Index,2000-11-07,5.866,USD
USGG10YR Index,2000-11-08,5.855,USD
USGG10YR Index,2000-11-09,5.825,USD
USGG10YR Index,2000-11-10,5.783,USD
USGG10YR Index,2000-11-13,5.766,USD
USGG10YR Index,2000-11-14,5.755,USD
USGG10YR Index,2000-11-15,5.711,USD
USGG10YR Index,2000-11-16,5.669,USD
USGG10YR Index,2000-11-17,5.704,USD
USGG10YR Index,2000-11-20,5.677,USD
USGG10YR Index,2000-11-21,5.652,USD
USGG10YR Index,2000-11-22,5.624,USD
USGG10YR Index,2000-11-23,5.612,USD
USGG10YR Index,2000-11-24,5.624,USD
USGG10YR Index,2000-11-27,5.624,USD
USGG10YR Index,2000-11-28,5.582,USD
USGG10YR Index,2000-11-29,5.524,USD
USGG10YR Index,2000-11-30,5.468,USD
USGG10YR Index,2000-12-01,5.503,USD
USGG10YR Index,2000-12-04,5.551,USD
USGG10YR Index,2000-12-05,5.418,USD
USGG10YR Index,2000-12-06,5.326,USD
USGG10YR Index,2000-12-07,5.309,USD
USGG10YR Index,2000-12-08,5.299,USD
USGG10YR Index,2000-12-11,5.362,USD
USGG10YR Index,2000-12-12,5.346,USD
USGG10YR Index,2000-12-13,5.258,USD
USGG10YR Index,2000-12-14,5.213,USD
USGG10YR Index,2000-12-15,5.18,USD
USGG10YR Index,2000-12-18,5.17,USD
USGG10YR Index,2000-12-19,5.188,USD
USGG10YR Index,2000-12-20,5.037,USD
USGG10YR Index,2000-12-21,5.025,USD
USGG10YR Index,2000-12-22,5.006,USD
USGG10YR Index,2000-12-25,5.008,USD
USGG10YR Index,2000-12-26,5.056,USD
USGG10YR Index,2000-12-27,5.104,USD
USGG10YR Index,2000-12-28,5.118,USD
USGG10YR Index,2000-12-29,5.112,USD
USGG10YR Index,2001-01-01,5.114,USD
USGG10YR Index,2001-01-02,4.915,USD
USGG10YR Index,2001-01-03,5.158,USD
USGG10YR Index,2001-01-04,5.039,USD
USGG10YR Index,2001-01-05,4.931,USD
USGG10YR Index,2001-01-08,4.956,USD
USGG10YR Index,2001-01-09,5.0,USD
USGG10YR Index,2001-01-10,5.104,USD
USGG10YR Index,2001-01-11,5.11,USD
USGG10YR Index,2001-01-12,5.25,USD
USGG10YR Index,2001-01-15,5.25,USD
USGG10YR Index,2001-01-16,5.23,USD
USGG10YR Index,2001-01-17,5.175,USD
USGG10YR Index,2001-01-18,5.114,USD
USGG10YR Index,2001-01-19,5.168,USD
USGG10YR Index,2001-01-22,5.225,USD
USGG10YR Index,2001-01-23,5.281,USD
USGG10YR Index,2001-01-24,5.305,USD
USGG10YR Index,2001-01-25,5.245,USD
USGG10YR Index,2001-01-26,5.268,USD
USGG10YR Index,2001-01-29,5.303,USD
USGG10YR Index,2001-01-30,5.229,USD
USGG10YR Index,2001-01-31,5.114,USD
USGG10YR Index,2001-02-01,5.086,USD
USGG10YR Index,2001-02-02,5.148,USD
USGG10YR Index,2001-02-05,5.167,USD
USGG10YR Index,2001-02-06,5.183,USD
USGG10YR Index,2001-02-07,5.187,USD
USGG10YR Index,2001-02-08,5.089,USD
USGG10YR Index,2001-02-09,5.03,USD
USGG10YR Index,2001-02-12,5.046,USD
USGG10YR Index,2001-02-13,5.07,USD
USGG10YR Index,2001-02-14,5.164,USD
USGG10YR Index,2001-02-15,5.166,USD
USGG10YR Index,2001-02-16,5.109,USD
USGG10YR Index,2001-02-19,5.097,USD
USGG10YR Index,2001-02-20,5.105,USD
USGG10YR Index,2001-02-21,5.139,USD
USGG10YR Index,2001-02-22,5.156,USD
USGG10YR Index,2001-02-23,5.097,USD
USGG10YR Index,2001-02-26,5.034,USD
USGG10YR Index,2001-02-27,4.952,USD
USGG10YR Index,2001-02-28,4.896,USD
USGG10YR Index,2001-03-01,4.874,USD
USGG10YR Index,2001-03-02,4.947,USD
USGG10YR Index,2001-03-05,4.976,USD
USGG10YR Index,2001-03-06,4.971,USD
USGG10YR Index,2001-03-07,4.899,USD
USGG10YR Index,2001-03-08,4.889,USD
USGG10YR Index,2001-03-09,4.929,USD
USGG10YR Index,2001-03-12,4.891,USD
USGG10YR Index,2001-03-13,4.929,USD
USGG10YR Index,2001-03-14,4.818,USD
USGG10YR Index,2001-03-15,4.786,USD
USGG10YR Index,2001-03-16,4.77,USD
USGG10YR Index,2001-03-19,4.813,USD
USGG10YR Index,2001-03-20,4.758,USD
USGG10YR Index,2001-03-21,4.778,USD
USGG10YR Index,2001-03-22,4.756,USD
USGG10YR Index,2001-03-23,4.815,USD
USGG10YR Index,2001-03-26,4.869,USD
USGG10YR Index,2001-03-27,5.011,USD
USGG10YR Index,2001-03-28,4.975,USD
USGG10YR Index,2001-03-29,4.997,USD
USGG10YR Index,2001-03-30,4.917,USD
USGG10YR Index,2001-04-02,4.977,USD
USGG10YR Index,2001-04-03,4.929,USD
USGG10YR Index,2001-04-04,4.914,USD
USGG10YR Index,2001-04-05,4.973,USD
USGG10YR Index,2001-04-06,4.89,USD
USGG10YR Index,2001-04-09,4.932,USD
USGG10YR Index,2001-04-10,5.083,USD
USGG10YR Index,2001-04-11,5.119,USD
USGG10YR Index,2001-04-12,5.169,USD
USGG10YR Index,2001-04-13,5.163,USD
USGG10YR Index,2001-04-16,5.254,USD
USGG10YR Index,2001-04-17,5.225,USD
USGG10YR Index,2001-04-18,5.146,USD
USGG10YR Index,2001-04-19,5.294,USD
USGG10YR Index,2001-04-20,5.288,USD
USGG10YR Index,2001-04-23,5.177,USD
USGG10YR Index,2001-04-24,5.209,USD
USGG10YR Index,2001-04-25,5.256,USD
USGG10YR Index,2001-04-26,5.192,USD
USGG10YR Index,2001-04-27,5.328,USD
USGG10YR Index,2001-04-30,5.338,USD
USGG10YR Index,2001-05-01,5.292,USD
USGG10YR Index,2001-05-02,5.288,USD
USGG10YR Index,2001-05-03,5.205,USD
USGG10YR Index,2001-05-04,5.205,USD
USGG10YR Index,2001-05-07,5.197,USD
USGG10YR Index,2001-05-08,5.245,USD
USGG10YR Index,2001-05-09,5.174,USD
USGG10YR Index,2001-05-10,5.295,USD
USGG10YR Index,2001-05-11,5.447,USD
USGG10YR Index,2001-05-14,5.42,USD
USGG10YR Index,2001-05-15,5.512,USD
USGG10YR Index,2001-05-16,5.445,USD
USGG10YR Index,2001-05-17,5.407,USD
USGG10YR Index,2001-05-18,5.405,USD
USGG10YR Index,2001-05-21,5.374,USD
USGG10YR Index,2001-05-22,5.41,USD
USGG10YR Index,2001-05-23,5.401,USD
USGG10YR Index,2001-05-24,5.491,USD
USGG10YR Index,2001-05-25,5.511,USD
USGG10YR Index,2001-05-28,5.494,USD
USGG10YR Index,2001-05-29,5.515,USD
USGG10YR Index,2001-05-30,5.509,USD
USGG10YR Index,2001-05-31,5.381,USD
USGG10YR Index,2001-06-01,5.364,USD
USGG10YR Index,2001-06-04,5.341,USD
USGG10YR Index,2001-06-05,5.269,USD
USGG10YR Index,2001-06-06,5.255,USD
USGG10YR Index,2001-06-07,5.324,USD
USGG10YR Index,2001-06-08,5.356,USD
USGG10YR Index,2001-06-11,5.284,USD
USGG10YR Index,2001-06-12,5.253,USD
USGG10YR Index,2001-06-13,5.263,USD
USGG10YR Index,2001-06-14,5.221,USD
USGG10YR Index,2001-06-15,5.232,USD
USGG10YR Index,2001-06-18,5.251,USD
USGG10YR Index,2001-06-19,5.236,USD
USGG10YR Index,2001-06-20,5.205,USD
USGG10YR Index,2001-06-21,5.172,USD
USGG10YR Index,2001-06-22,5.115,USD
USGG10YR Index,2001-06-25,5.13,USD
USGG10YR Index,2001-06-26,5.224,USD
USGG10YR Index,2001-06-27,5.235,USD
USGG10YR Index,2001-06-28,5.334,USD
USGG10YR Index,2001-06-29,5.412,USD
USGG10YR Index,2001-07-02,5.322,USD
USGG10YR Index,2001-07-03,5.38,USD
USGG10YR Index,2001-07-04,5.378,USD
USGG10YR Index,2001-07-05,5.391,USD
USGG10YR Index,2001-07-06,5.359,USD
USGG10YR Index,2001-07-09,5.327,USD
USGG10YR Index,2001-07-10,5.274,USD
USGG10YR Index,2001-07-11,5.289,USD
USGG10YR Index,2001-07-12,5.234,USD
USGG10YR Index,2001-07-13,5.217,USD
USGG10YR Index,2001-07-16,5.173,USD
USGG10YR Index,2001-07-17,5.204,USD
USGG10YR Index,2001-07-18,5.091,USD
USGG10YR Index,2001-07-19,5.106,USD
USGG10YR Index,2001-07-20,5.129,USD
USGG10YR Index,2001-07-23,5.104,USD
USGG10YR Index,2001-07-24,5.11,USD
USGG10YR Index,2001-07-25,5.182,USD
USGG10YR Index,2001-07-26,5.129,USD
USGG10YR Index,2001-07-27,5.098,USD
USGG10YR Index,2001-07-30,5.066,USD
USGG10YR Index,2001-07-31,5.054,USD
USGG10YR Index,2001-08-01,5.071,USD
USGG10YR Index,2001-08-02,5.151,USD
USGG10YR Index,2001-08-03,5.157,USD
USGG10YR Index,2001-08-06,5.153,USD
USGG10YR Index,2001-08-07,5.168,USD
USGG10YR Index,2001-08-08,5.05,USD
USGG10YR Index,2001-08-09,5.034,USD
